@relation _home_supun_Documents_wekafiles_Camel_case_final_cc_nocase

@attribute tokens string
@attribute klass {Non_Flakey,Flakey}

@data
'this  will  force  the  creation  of  concurrent  activations  in  each  node  1000  await  For  create  Stage  stateless  Test  all  Match  actor5  bind  assert  True  it  is  very  likely  that  there  will  be  more  than  one  activation  per  stage  host.  of  each  node  will  have  at  most  one  activation  of  the  stateless  worker  get  client  Time  Unit  Stream  only  25*5  calls  =>  there  should  not  be  more  than  125  activations  join  get  Reference  create  Client  add  We  are  using  \"  await  For(stages  Idle)\"  to  ensure  no  stages  are  processing  any  messages.  but  was:  set  get  Unique  Activation  Id  e  f  for  Each  clear  assert  Equals  futures  stages  Idle  actor4  Expecting  >4  but  was:  Expecting  <=  actor3  actor2  actor1  size  stage3  I  Actor  stage2  is  Idle  stage4  stage1   this will force the creation of concurrent activations in each node  1000  awaitFor  createStage  statelessTest  allMatch  actor5  bind  assertTrue   it is very likely that there will be more than one activation per stage host.  of   each node will have at most one activation of the stateless worker  get  client  TimeUnit  Stream   only 25*5 calls => there should not be more than 125 activations  join  getReference  createClient  add   We are using \" awaitFor(stagesIdle)\" to ensure no stages are processing any messages.   but was:   set  getUniqueActivationId  e  f  forEach  clear  assertEquals  futures  stagesIdle  actor4  Expecting >4 but was:   Expecting <=  actor3  actor2  actor1  size  stage3  IActor  stage2  isIdle  stage4  stage1',Flakey
'add  Test  Service  Verify  that  stop()  call  sequence  numbers  for  every  service  don\'t  change.  test  Call  Sequence  Verify  the  start()  call  sequence  numbers  for  every  service  assert  In  State  STATE  conf  get  Call  Sequence  Number  Try  to  stop  again.  This  should  be  a  no-op.  Service  Manager  NUM_  OF_  SERVICES  verify  they  were  all  started  service   start()  call  sequence  number  should  have  been  to  Array  get  Services  Reset  the  call  sequence  numbers  Verify  the  stop()  call  sequence  numbers  for  every  service  init  Verify  the  init()  call  sequence  numbers  for  every  service  service   stop()  call  sequence  number  should  have  been  verify  they  were  all  stopped  Number  of  registered  services  start  assert  Equals  services  service   init()  call  sequence  number  should  have  been  Initialise  the  composite  service  stop  service  For  Add  services  reset  Services  service  Manager  verify  they  were  all  inited  addTestService   Verify that stop() call sequence numbers for every service don\'t change.  testCallSequence   Verify the start() call sequence numbers for every service  assertInState  STATE  conf  getCallSequenceNumber   Try to stop again. This should be a no-op.  ServiceManager  NUM_OF_SERVICES   verify they were all started   service  start() call sequence number should have been   toArray  getServices   Reset the call sequence numbers   Verify the stop() call sequence numbers for every service  init   Verify the init() call sequence numbers for every service   service  stop() call sequence number should have been    verify they were all stopped  Number of registered services   start  assertEquals  services   service  init() call sequence number should have been    Initialise the composite service  stop  service  For    Add services  resetServices  serviceManager   verify they were all inited',Non_Flakey
'conn  set  Request  Method  IS_  SECURITY_  ENABLED  put  assert  True  get  json  /v1/job/*  content-type  /v1/admin/*  Collections  run  Test  SYSTEM_  MODE  Json  Tags  Rest  Constants  open  Connection  contains  Key  Mock  Dag  Engine  Service  Http  Servlet  Response  assert  Equals  parse  params  get  Input  Stream  url  PUT  JSON  Value  call  1  get  Header  Field  get  Response  Code  GET  reset  create  URL  to  String  test  Safe  Mode  starts  With  conn  setRequestMethod  IS_SECURITY_ENABLED  put  assertTrue  get  json  /v1/job/*  content-type  /v1/admin/*  Collections  runTest  SYSTEM_MODE  JsonTags  RestConstants  openConnection  containsKey  MockDagEngineService  HttpServletResponse  assertEquals  parse  params  getInputStream  url  PUT  JSONValue  call  1  getHeaderField  getResponseCode  GET  reset  createURL  toString  testSafeMode  startsWith',Flakey
'Key  Provider  p1  get  Class  generate  Encrypted  Key  test  Class  Cast  Exception  get  Name  kp  Authentication  Exception  foo  encrypted  Key  Version  create  Key  conf  get  Cause  roll  New  Version  contains  assert  True  decrypt  Encrypted  Key  options  mock  kms://http@host1:9600/kms/foo  ioe  KeyProvider  p1  getClass  generateEncryptedKey  testClassCastException  getName  kp  AuthenticationException  foo  encryptedKeyVersion  createKey  conf  getCause  rollNewVersion  contains  assertTrue  decryptEncryptedKey  options  mock  kms://http@host1:9600/kms/foo  ioe',Non_Flakey
'add  Record  To  Wf  Action  Table  get  Id  Workflow  Instance  _test  Wf  Action  Subset  Get  System  test  Wf  Action  Subset  Get  1  2  add  Record  To  Wf  Job  Table  Workflow  Action  test  Wf  Action  Subset  Get  Successful  Workflow  Job  job  addRecordToWfActionTable  getId  WorkflowInstance  _testWfActionSubsetGet  System  testWfActionSubsetGet  1  2  addRecordToWfJobTable  WorkflowAction  testWfActionSubsetGet Successful  WorkflowJob  job',Flakey
'get  Stats  should  Log  get  Max  assert  False  assert  Equals  test  Logging  With  Value  advance  timer  helper  get  Min  assert  True  record  LOG_  PERIOD  action  get  Mean  get  Count  getStats  shouldLog  getMax  assertFalse  assertEquals  testLoggingWithValue  advance  timer  helper  getMin  assertTrue  record  LOG_PERIOD  action  getMean  getCount',Non_Flakey
'execute  Script  Template  actual  Random  Utils  script  Executor  manager  incr  session  one  Given  next  Long  SELECT  *  FROM  entity_counter  WHERE  id  =  assert  That  execute  Immutable  Map  crud  Entity  With  Counter  Column/insert_single_row.cql  When  of  Then  is  Null  Long  delete  By  Id  id  should_delete_by_id  executeScriptTemplate  actual  RandomUtils  scriptExecutor  manager  incr  session  one   Given  nextLong  SELECT * FROM entity_counter WHERE id =   assertThat  execute  ImmutableMap  crud  EntityWithCounterColumn/insert_single_row.cql   When  of   Then  isNull  Long  deleteById  id  should_delete_by_id',Flakey
'server  request  Bytes  server  Address  await  Response  Timeout  send  Error  generate  Random  Bytes  cause  conf  get  Cause  client  Thread  Assert  await  Invocation  assert  True  get  Call  succeeded.  Was  expecting  an  exception  e  start  client  Callable  get  Connect  Address  Deferred  Error  fail  contains  Net  Utils  re  stop  future  test  Deferred  Exception  to  String  server  requestBytes  serverAddress  awaitResponseTimeout  sendError  generateRandomBytes  cause  conf  getCause  clientThread  Assert  awaitInvocation  assertTrue  get  Call succeeded. Was expecting an exception  e  start  clientCallable  getConnectAddress  DeferredError  fail  contains  NetUtils  re  stop  future  testDeferredException  toString',Non_Flakey
'cluster  Failover  by  session  expiration  ======  Restarting  server  ======  Failing  over  by  session  expiration  HA  Service  State  wait  For  Server  Down  host  Port  wait  For  Server  Up  Graceful  failovers  info  LOG  Failover  by  bad  health  stop  Server  CONNECTION_  TIMEOUT  start  wait  For  Health  State  graceful  Failover  To  You  get  Zkfc  test  One  Of  Everything  set  Healthy  wait  For  HA  State  stop  start  Server  State  Restart  ZK  expire  And  Verify  Failover  cluster   Failover by session expiration  ====== Restarting server  ====== Failing over by session expiration  HAServiceState  waitForServerDown  hostPort  waitForServerUp   Graceful failovers  info  LOG   Failover by bad health  stopServer  CONNECTION_TIMEOUT  start  waitForHealthState  gracefulFailoverToYou  getZkfc  testOneOfEverything  setHealthy  waitForHAState  stop  startServer  State   Restart ZK  expireAndVerifyFailover',Flakey
'custom-key  src  Standard  Charsets  test  Plain  String  Decoding  create  Byte  Buffer  has  Remaining  assert  False  length  assert  Equals  Decoding  completed  Assert  array  decode  Plain  String  buffer  H  Pack  Decoder  custom-key  src  StandardCharsets  testPlainStringDecoding  createByteBuffer  hasRemaining  assertFalse  length  assertEquals  Decoding completed  Assert  array  decodePlainString  buffer  HPackDecoder',Non_Flakey
'init  ${coord:data  Out  Partition  Value(\'  ABC\'   \'mypartition\')}  -ve  test  Coord  EL  Functions  test  Data  Out  Partition  Value  Ph1  set  Variable  +ve  test  assert  Equals  oozie.dataname.  ABCD  ${coord:data  Out  Partition  Value(\'  ABCD\')}  coord-job-submit-data  fail  eval  eval  And  Wrap  should  throw  exception  because  EL  function  requires  2  parameters  expr  oozie.dataname.  ABC  data-out  init  ${coord:dataOutPartitionValue(\'ABC\'  \'mypartition\')}   -ve test  CoordELFunctions  testDataOutPartitionValuePh1  setVariable   +ve test  assertEquals  oozie.dataname.ABCD  ${coord:dataOutPartitionValue(\'ABCD\')}  coord-job-submit-data  fail  eval  evalAndWrap  should throw exception because EL function requires 2 parameters  expr  oozie.dataname.ABC  data-out',Flakey
'then  Return  invoke  double  Param  double  Validation  Should  Work  when  param1  assert  True  context  create  verify  mock  Controller  validation  has  Violation  blah  get  Parameter  thenReturn  invoke  doubleParam  doubleValidationShouldWork  when  param1  assertTrue  context  create  verify  mockController  validation  hasViolation  blah  getParameter',Non_Flakey
'r2  get  Name  output  test.*.source.filter.exclude  get  Test  Filename  Test  put  Metrics  s0  s1  add  check  Metrics  Records  on  Timer  Event  test  Init  First  ms  get  All  Values  capture  test.sink.test.class  mr2  mr1  s1  desc  stop  *.period  Test  Metrics  Config  test.sink.sink1.metric.filter.exclude  mock  trigger  something  interesting  s0rec  test.sink.sink2.metric.filter.exclude  save  test.source.s1.metric.filter.exclude  X*  times  verify  sink2  desc  hadoop-metrics2-test  s1rec  cb  set  register  Sink  incr  start  sink1  desc  assert  Equals  Y*  s0  desc  sink2  sink1  register  r1  r2  getName  output  test.*.source.filter.exclude  getTestFilename  Test  putMetrics  s0  s1  add  checkMetricsRecords  onTimerEvent  testInitFirst  ms  getAllValues  capture  test.sink.test.class  mr2  mr1  s1 desc  stop  *.period  TestMetricsConfig  test.sink.sink1.metric.filter.exclude  mock   trigger something interesting  s0rec  test.sink.sink2.metric.filter.exclude  save  test.source.s1.metric.filter.exclude  X*  times  verify  sink2 desc  hadoop-metrics2-test  s1rec  cb  set  registerSink  incr  start  sink1 desc  assertEquals  Y*  s0 desc  sink2  sink1  register  r1',Flakey
'store  Password  get  Resource  to  Char  Array  server  Socket  new  Single  Thread  Executor  Executors  server  Ssl  Context  as  List  get  Server  Socket  Factory  Assert  bind  assert  Not  Null  nopassword  is  Windows  create  Boolean  SSL  Context  Builder  /test-client.p12  localhost  start  Handshake  read  local  Port  load  Key  Material  load  Trust  Material  resource2  thrown  input  Stream  set  So  Timeout  get  Input  Stream  /test-server.p12  resource1  accept  contains  create  Socket  test  SSL  Handshake  Protocol  Mismatch2  client  Ssl  Context  TIMEOUT  Arrays  supported  Server  Protocols  get  Supported  Protocols  get  Local  Port  submit  supported  Client  Protocols  client  Socket  SS  Lv3  assert  True  TL  Sv1  key  Password  close  connect  assert  Equals  set  Enabled  Protocols  call  get  Socket  Factory  expect  build  to  Milliseconds  Int  Bound  socket  get  Session  create  Server  Socket  storePassword  getResource  toCharArray  serverSocket  newSingleThreadExecutor  Executors  serverSslContext  asList  getServerSocketFactory  Assert  bind  assertNotNull  nopassword  isWindows  create  Boolean  SSLContextBuilder  /test-client.p12  localhost  startHandshake  read  localPort  loadKeyMaterial  loadTrustMaterial  resource2  thrown  inputStream  setSoTimeout  getInputStream  /test-server.p12  resource1  accept  contains  createSocket  testSSLHandshakeProtocolMismatch2  clientSslContext  TIMEOUT  Arrays  supportedServerProtocols  getSupportedProtocols  getLocalPort  submit  supportedClientProtocols  clientSocket  SSLv3  assertTrue  TLSv1  keyPassword  close  connect  assertEquals  setEnabledProtocols  call  getSocketFactory  expect  build  toMillisecondsIntBound  socket  getSession  createServerSocket',Non_Flakey
'headers  /i18n/en  de-  DE  get  Server  Address  ninja  Test  Browser  new  Hash  Map  /i18n/de  make  Request  put  language  on  the  root.  result  test  That  Explicit  Lang  Setting  Works  TEXT_  EN  contains  2)  test  that  fallback  is  accept-language  header  Maps  /i18n/tk  assert  True  4)  normal  operation  TEXT_  DE  Accept-  Language  1)  test  that  overriding  of  accept-language  header  works  headers  /i18n/en  de-DE  getServerAddress  ninjaTestBrowser  newHashMap  /i18n/de  makeRequest  put   language on the root.  result  testThatExplicitLangSettingWorks  TEXT_EN  contains   2) test that fallback is accept-language header  Maps  /i18n/tk  assertTrue   4) normal operation  TEXT_DE  Accept-Language   1) test that overriding of accept-language header works',Flakey
'OTHER_  GROUP_  NAMES  Proxy  Users  Now  set  up  an  unallowed  group  refresh  Super  User  Groups  Configuration  get  Proxy  Superuser  Group  Conf  Key  assert  Authorized  GROUP_  NAMES  Default  Impersonation  Provider  conf  as  List  String  Utils  join  User  Group  Information  First  try  proxying  a  group  that\'s  allowed  set  proxy  User  Ugi  Neither  IP  should  be  OK  test  Wildcard  IP  1.2.3.4  1.2.3.5  *     create  Remote  User  REAL_  USER_  NAME  assert  Not  Authorized  get  Test  Provider  From  either  IP  should  be  fine  Arrays  get  Proxy  Superuser  Ip  Conf  Key  PROXY_  USER_  NAME  real  User  Ugi  create  Proxy  User  For  Testing  OTHER_GROUP_NAMES  ProxyUsers   Now set up an unallowed group  refreshSuperUserGroupsConfiguration  getProxySuperuserGroupConfKey  assertAuthorized  GROUP_NAMES  DefaultImpersonationProvider  conf  asList  StringUtils  join  UserGroupInformation   First try proxying a group that\'s allowed  set  proxyUserUgi   Neither IP should be OK  testWildcardIP  1.2.3.4  1.2.3.5  *     createRemoteUser  REAL_USER_NAME  assertNotAuthorized  getTestProvider   From either IP should be fine  Arrays  getProxySuperuserIpConfKey  PROXY_USER_NAME  realUserUgi  createProxyUserForTesting',Non_Flakey
'test  Client  With  Anonymous  get  Context  URL  oozie  Url  admin  run  assert  Equals  oozie.authentication.simple.anonymous.allowed  args  call  -oozie  set  System  Property  true  -status  run  Test  testClientWithAnonymous  getContextURL  oozieUrl  admin  run  assertEquals  oozie.authentication.simple.anonymous.allowed  args  call  -oozie  setSystemProperty  true  -status  runTest',Flakey
'test  Close  Expired  get  Stats  release  close  Expired  sleep  Assert  update  Expiry  assert  True  stats  assert  Not  Null  get  of  Time  Unit  verify  close  entry2  Time  Value  get  Leased  conn2  entry1  conn1  assign  Connection  Argument  Matchers  somehost  pool  assert  Equals  totals  is  Done  any  Thread  never  future1  future2  Mockito  Close  Mode  mock  lease  get  Pending  get  Total  Stats  get  Available  testCloseExpired  getStats  release  closeExpired  sleep  Assert  updateExpiry  assertTrue  stats  assertNotNull  get  of  TimeUnit  verify  close  entry2  TimeValue  getLeased  conn2  entry1  conn1  assignConnection  ArgumentMatchers  somehost  pool  assertEquals  totals  isDone  any  Thread  never  future1  future2  Mockito  CloseMode  mock  lease  getPending  getTotalStats  getAvailable',Non_Flakey
'random  Port  assert  False  topic.topic1  Start  the  broker  and  check  if  listening  to  topic  now  sleep  random  broker  U  Rl  is  Topic  In  Retry  List  Connection  Factory  is  Connection  In  Retry  List  H  Cat  Accessor  Service  assert  True  tcp://localhost:  connection  Factory  Names#  publisher  Authority  get  services  Conf  register  For  Notification  default=java.naming.factory.initial#  init  set  get  JMS  Connection  Info  get  Conf  hcat  Service  test  Connection  Retry  hcat.server.com:5080  start  destroy  jms  Service  services  next  Int  hcat://hcat.server.com:8020  broker  JMS  Accessor  Service  add  Connector  Active  MQ  Conn  Factory  Thread  1  Services  3  java.naming.provider.url#  conn  Info  stop  setup  Services  For  H  Catalog  is  Listening  To  Topic  topic  ;  randomPort  assertFalse  topic.topic1   Start the broker and check if listening to topic now  sleep  random  brokerURl  isTopicInRetryList  ConnectionFactory  isConnectionInRetryList  HCatAccessorService  assertTrue  tcp://localhost:  connectionFactoryNames#  publisherAuthority  get  servicesConf  registerForNotification  default=java.naming.factory.initial#  init  set  getJMSConnectionInfo  getConf  hcatService  testConnectionRetry  hcat.server.com:5080  start  destroy  jmsService  services  nextInt  hcat://hcat.server.com:8020  broker  JMSAccessorService  addConnector  ActiveMQConnFactory  Thread  1  Services  3  java.naming.provider.url#  connInfo  stop  setupServicesForHCatalog  isListeningToTopic  topic  ;',Flakey
'Args  Assert  test  Arg  Not  Empty  Pass  Stuff  not  Empty  assert  Same  stuff  Args  Assert  testArgNotEmptyPass  Stuff  notEmpty  assertSame  stuff',Non_Flakey
'reader  Local  Oozie  check  Suspend  Actions  conf  get  Status  assert  Not  Null  decision1  create  workflow.xml  app  :start:  *  get  File  System  action4a  action4b  action4c  Oozie  Client  job  Id  copy  Char  Stream  mkdirs  set  Property  get  Resource  As  Reader  create  Configuration  File  oozie.suspend.on.nodes  submit  get  Job  Info  fs  app  Path  join1  wf  oc  end  Workflow  Job  close  resume  start  assert  Equals  get  Client  wf-suspendpoints.xml  IO  Utils  get  Test  User  test  Suspend  Points  All  to  String  writer  action1  action2  action3  fork1  get  Fs  Test  Case  Dir  reader  LocalOozie  checkSuspendActions  conf  getStatus  assertNotNull  decision1  create  workflow.xml  app  :start:  *  getFileSystem  action4a  action4b  action4c  OozieClient  jobId  copyCharStream  mkdirs  setProperty  getResourceAsReader  createConfiguration  File  oozie.suspend.on.nodes  submit  getJobInfo  fs  appPath  join1  wf  oc  end  WorkflowJob  close  resume  start  assertEquals  getClient  wf-suspendpoints.xml  IOUtils  getTestUser  testSuspendPointsAll  toString  writer  action1  action2  action3  fork1  getFsTestCaseDir',Flakey
'handler  request  test  Valid  JWT  get  Time  jwt  alice  public  Key  set  Public  Key  when  SERVICE_  URL  Assert  assert  Not  Null  get  Cookies  get  JWT  get  User  Name  alternate  Authentication  should  NOT  have  thrown  an  Authentication  Exception  get  Request  URL  init  cookie  then  Return  get  Properties  hadoop-jwt  encode  Redirect  URL  alternate  Authenticate  assert  Equals  props  token  fail  private  Key  serialize  Mockito  Token  should  not  be  null.  response  mock  alternate  Authentication  should  NOT  have  thrown  a  Servlet  Exception.  handler  request  testValidJWT  getTime  jwt  alice  publicKey  setPublicKey  when  SERVICE_URL  Assert  assertNotNull  getCookies  getJWT  getUserName  alternateAuthentication should NOT have thrown an AuthenticationException  getRequestURL  init  cookie  thenReturn  getProperties  hadoop-jwt  encodeRedirectURL  alternateAuthenticate  assertEquals  props  token  fail  privateKey  serialize  Mockito  Token should not be null.  response  mock  alternateAuthentication should NOT have thrown a ServletException.',Non_Flakey
'conn  set  Request  Method  IS_  SECURITY_  ENABLED  assert  False  put  /v0/admin/*  assert  True  get  json  content-type  Collections  run  Test  Json  Tags  Rest  Constants  open  Connection  contains  Key  false  Mock  Dag  Engine  Service  Http  Servlet  Response  assert  Equals  parse  params  get  Input  Stream  url  PUT  JSON  Value  call  /v0/job/*  get  Header  Field  get  Response  Code  GET  true  reset  create  URL  test  Safe  Mode  starts  With  conn  setRequestMethod  IS_SECURITY_ENABLED  assertFalse  put  /v0/admin/*  assertTrue  get  json  content-type  Collections  runTest  JsonTags  RestConstants  openConnection  containsKey  false  MockDagEngineService  HttpServletResponse  assertEquals  parse  params  getInputStream  url  PUT  JSONValue  call  /v0/job/*  getHeaderField  getResponseCode  GET  true  reset  createURL  testSafeMode  startsWith',Flakey
'dst  src  assert  False  dir2  test  Rename  Replace  Existing  Empty  Directory  dir1  delete  assert  True  rename  TEST_  ROOT_  DIR  mkdirs  file  Sys  file2  exists  file1  write  File  dst  src  assertFalse  dir2  testRenameReplaceExistingEmptyDirectory  dir1  delete  assertTrue  rename  TEST_ROOT_DIR  mkdirs  fileSys  file2  exists  file1  writeFile',Non_Flakey
'END_  POINTS  Rest  Constants  IS_  SECURITY_  ENABLED  get  Context  URL  oozie  Url  get  Job  Id  Mock  Dag  Engine  Service  assert  Equals  id-valid  wc  external-valid  call  assert  Null  test  External  Id  external-invalid  SERVLET_  CLASSES  run  Test  END_POINTS  RestConstants  IS_SECURITY_ENABLED  getContextURL  oozieUrl  getJobId  MockDagEngineService  assertEquals  id-valid  wc  external-valid  call  assertNull  testExternalId  external-invalid  SERVLET_CLASSES  runTest',Flakey
'PATH  request  server  /custom/*  get  Method  put  CUSTOM_  PATH  Assert  request  Handler  default  URI  localhost  adapter  method  start  thrown  method  not  expected  assert  Equals  handle  response  Expectations  execute  target  register  Handler  Testing  Framework  with  Live  Server  Custom  Request  Handler  get  Port  t  junk  METHOD  to  String  PATH  request  server  /custom/*  getMethod  put  CUSTOM_PATH  Assert  requestHandler  defaultURI  localhost  adapter  method  start  thrown  method not expected  assertEquals  handle  responseExpectations  execute  target  registerHandler  TestingFramework  withLiveServerCustomRequestHandler  getPort  t  junk  METHOD  toString',Non_Flakey
'B  END_  POINTS  IS_  SECURITY_  ENABLED  submit  test  Submit  With  Property  Arguments  oozie  Url  assert  False  run  app  Path  -submit  get  -config  X  create  workflow.xml  SERVLET_  CLASSES  close  run  Test  -  Da=  X  app  a  create  Config  File  b  get  Context  URL  Mock  Dag  Engine  Service  -  Db=  B  assert  Equals  get  File  System  args  call  -oozie  mkdirs  wf  Count  to  String  job  get  Fs  Test  Case  Dir  B  END_POINTS  IS_SECURITY_ENABLED  submit  testSubmitWithPropertyArguments  oozieUrl  assertFalse  run  appPath  -submit  get  -config  X  create  workflow.xml  SERVLET_CLASSES  close  runTest  -Da=X  app  a  createConfigFile  b  getContextURL  MockDagEngineService  -Db=B  assertEquals  getFileSystem  args  call  -oozie  mkdirs  wfCount  toString  job  getFsTestCaseDir',Flakey
'test  Expiry  Does  Not  Overflow  assign  Connection  Deadline  assert  Equals  current  Time  Supplier  entry  route1  Assert  Mockito  of  get  Validity  Deadline  Long  Time  Unit  mock  Time  Value  testExpiryDoesNotOverflow  assignConnection  Deadline  assertEquals  currentTimeSupplier  entry  route1  Assert  Mockito  of  getValidityDeadline  Long  TimeUnit  mock  TimeValue',Non_Flakey
'action  Num  test  Coord  Action  Get  get  Action  Nominal  Time  action  Nomial  Time  get  Id  _test  Get  Action  For  Nominal  Time  Date  Utils  add  Record  To  Coord  Action  Table  app  Path  add  Record  To  Coord  Job  Table  parse  Date  Oozie  TZ  action  Xml  Coordinator  Job  coord  coord-action-get.xml  Coordinator  Action  action  job  get  Coord  Action  Xml  get  Fs  Test  Case  Dir  actionNum  testCoordActionGet  getActionNominalTime  actionNomialTime  getId  _testGetActionForNominalTime  DateUtils  addRecordToCoordActionTable  appPath  addRecordToCoordJobTable  parseDateOozieTZ  actionXml  CoordinatorJob  coord  coord-action-get.xml  CoordinatorAction  action  job  getCoordActionXml  getFsTestCaseDir',Flakey
'date  test  Body  Parser  integer  Primitive  Core  Matchers  equal  To  3000  invoke  when  put  4.567  date  Time  String  context  1.234  validation  character  Primitive  a  String  something  Else  What  Should  Be  Skipped  then  Return  some  setup  for  this  method:  2000  long  Object  do  assert  That  2014-10-10  T20:09:10  2014-10-10  character  Object  float  Primitive  string  and  test:  body  Parser  Engine  Post  get  Validation  assert  False  1000  has  Violations  test  Object  double  Primitive  map  timestamp  a  b  4000  integer  Object  to  Date  date  String  float  Object  2.345  Mockito  long  Primitive  get  Parameters  double  Object  3.456  date  testBodyParser  integerPrimitive  CoreMatchers  equalTo  3000  invoke  when  put  4.567  dateTimeString  context  1.234  validation  characterPrimitive  aString  somethingElseWhatShouldBeSkipped  thenReturn   some setup for this method:  2000  longObject   do  assertThat  2014-10-10T20:09:10  2014-10-10  characterObject  floatPrimitive  string   and test:  bodyParserEnginePost  getValidation  assertFalse  1000  hasViolations  testObject  doublePrimitive  map  timestamp  a  b  4000  integerObject  toDate  dateString  floatObject  2.345  Mockito  longPrimitive  getParameters  doubleObject  3.456',Non_Flakey
'cluster  init  Buffer  write  to  file  verify  that  full  blocks  are  sane  mid  conf  fs  System  /simple  Flush.dat  create  File  simulated  Storage  Exception  :  Created  file  simple  Flush.dat  Wrote  and  Flushed  first  part  of  file.  hflush  Written  second  part  of  file  create  a  new  file.  close  write  check  File  Closed  file.  Read  2  print  Stack  Trace  e  Throwable  :  Wrote  and  Flushed  second  part  of  file.  write  the  remainder  of  the  file  get  File  System  file  Contents  stm  Append  Test  Util  check  Full  File  verify  that  entire  file  is  good  Throwable  :  build  Simulated  FS  Dataset  file1  test  Simple  Flush  shutdown  set  Boolean  cluster  initBuffer   write to file   verify that full blocks are sane  mid  conf  fs  System  /simpleFlush.dat  createFile  simulatedStorage  Exception :  Created file simpleFlush.dat  Wrote and Flushed first part of file.  hflush  Written second part of file   create a new file.  close  write  checkFile  Closed file.  Read 2  printStackTrace  e  Throwable :  Wrote and Flushed second part of file.   write the remainder of the file  getFileSystem  fileContents  stm  AppendTestUtil  checkFullFile   verify that entire file is good  Throwable :   build  SimulatedFSDataset  file1  testSimpleFlush  shutdown  setBoolean',Flakey
'encode  charset  submit  executor  Service  update  Executors  test  Multithreading  Single  Read  Assert  get  Duration  get  verify  Boolean  task1  task2  a  capacity  Channel  input  Buffer  read  new  Fixed  Thread  Pool  Standard  Charsets  value  Of  assert  Equals  fill  get  Time  Unit  call  Integer  update  Capacity  Mockito  mock  reset  TIMEOUT  encode  charset  submit  executorService  update  Executors  testMultithreadingSingleRead  Assert  getDuration  get  verify  Boolean  task1  task2  a  capacityChannel  inputBuffer  read  newFixedThreadPool  StandardCharsets  valueOf  assertEquals  fill  getTimeUnit  call  Integer  updateCapacity  Mockito  mock  reset  TIMEOUT',Non_Flakey
'cluster  get  Current  User  half  conf  run  HARD_  LEASE_  LIMIT  wait  Active  ugi  File  System  create  d.  On  M2   open  file  and  read  1  block  of  data  from  it.  Close  file.  set  Lease  Period  write  check  File  info  User  Group  Information  create  User  For  Testing  of  data  can  be  read  successfully.  DFS  Config  Keys  interrupt  And  Join  new  Instance  get  File  System  dfs  get  Int  set  Long  get  Wrapped  Stream  do  As  hflush  num  Data  Nodes  pipeline_02_03  shutdown  create  cluster  wait  for  the  cluster  BLOCK_  SIZE  fs  out  leasechecker.interrupt  And  Join()  sleep  enable  append  current  sleep  to  let  the  lease  is  expired.  hflush  Do  not  close  file  yet.  c.  On  M1   append  another  half  block  of  data.  Close  file  on  M1.  close  SOFT_  LEASE_  LIMIT  get  Short  User  Name  supergroup  get  Conf  DIR  io.file.buffer.size  Append  Test  Util  Thread  p  build  file1  change  the  lease  limits.  append  set  Boolean  cluster  getCurrentUser  half  conf  run  HARD_LEASE_LIMIT  waitActive  ugi  FileSystem  create   d. On M2  open file and read 1 block of data from it. Close file.  setLeasePeriod  write  checkFile  info  UserGroupInformation  createUserForTesting   of data can be read successfully.  DFSConfigKeys  interruptAndJoin  newInstance  getFileSystem  dfs  getInt  setLong  getWrappedStream  doAs   hflush  numDataNodes  pipeline_02_03  shutdown   create cluster   wait for the cluster  BLOCK_SIZE  fs  out  leasechecker.interruptAndJoin()  sleep   enable append  current   sleep to let the lease is expired.  hflush   Do not close file yet.   c. On M1  append another half block of data.  Close file on M1.  close  SOFT_LEASE_LIMIT  getShortUserName  supergroup  getConf  DIR  io.file.buffer.size  AppendTestUtil  Thread  p  build  file1   change the lease limits.  append  setBoolean',Flakey
'ninja  Cache  test  Safe  Add  Checks  Serializable  safe  Add  not  Serializable  ninjaCache  testSafeAddChecksSerializable  safeAdd  notSerializable',Non_Flakey
'bundle  Job  Get  Executor  add  Record  To  Bundle  Action  Table  get  Time  add  Record  To  Bundle  Job  Table  With  Paused  Time  assert  False  get  Id  test  Bundle  Rerun  In  Paused  get  Status  is  Pending  pause  Time  assert  Not  Null  get  curr  Job  assert  Equals  execute  add  Record  To  Coord  Job  Table  call  get  Pause  Time  Coordinator  Job  Services  action1  job  action2  jpa  Service  bundleJobGetExecutor  addRecordToBundleActionTable  getTime  addRecordToBundleJobTableWithPausedTime  assertFalse  getId  testBundleRerunInPaused  getStatus  isPending  pauseTime  assertNotNull  get  curr  Job  assertEquals  execute  addRecordToCoordJobTable  call  getPauseTime  CoordinatorJob  Services  action1  job  action2  jpaService',Flakey
'set  Bind  Address  set  Num  Handlers  e  set  Protocol  conf  set  Verbose  set  Port  Test  mandatory  field  protocol  fail  Didn\'t  throw  Hadoop  Illegal  Argument  Exception  build  ADDRESS  Expecting  Hadoop  Illegal  Argument  Exception  but  caught  Test  mandatory  field  conf  Test  mandatory  field  instance  test  RPC  Builder  set  Instance  setBindAddress  setNumHandlers  e  setProtocol  conf  setVerbose  setPort   Test mandatory field protocol  fail  Didn\'t throw HadoopIllegalArgumentException  build  ADDRESS  Expecting HadoopIllegalArgumentException but caught    Test mandatory field conf   Test mandatory field instance  testRPCBuilder  setInstance',Non_Flakey
