,position,token,information_gain,total_ocurences,total_flaky_occurences,total_nonflaky_occurences
603,603,wf-app-name1,0.00397156426116942,16,16,0
604,604,column,0.003971564261169418,16,16,0
605,605,t10,0.003971564261169418,16,16,0
606,606,trust,0.003971564261169418,16,0,16
607,607,apply,0.003971564261169417,16,0,16
608,608,tests,0.003971210380636565,40,10,30
609,609,01,0.003964400831964657,16,2,14
610,610,lang,0.003964400831964656,16,2,14
611,611,t,0.0039594810921128746,144,68,76
612,612,future1,0.00395702122428649,21,1,20
613,613,dn,0.003951286450924141,24,21,3
614,614,frame,0.003914539510572532,40,28,12
615,615,exit,0.0038961806237824185,24,7,17
616,616,getmessage,0.0038751054410591235,134,93,41
617,617,no,0.0038445088416924427,227,84,143
618,618,ok,0.0038309084936250888,64,28,36
619,619,begin,0.003811187625634582,32,20,12
620,620,expr,0.0037818430999039653,41,34,7
621,621,locations,0.003781384563046184,24,22,2
622,622,route,0.003777188301817076,30,5,25
623,623,in,0.0037716254195726824,475,263,212
624,624,assertarrayequals,0.0037629644892419748,29,3,26
625,625,validate,0.0037471489579500947,54,38,16
626,626,matrix,0.003747084288808052,19,2,17
627,627,different,0.0037397611865740508,60,18,42
628,628,or,0.0037233844199250138,60,34,26
629,629,</prepare>,0.0037223769405250184,15,15,0
630,630,child2,0.0037223769405250184,15,15,0
631,631,column_1,0.0037223769405250184,15,15,0
632,632,subwf,0.0037223769405250176,15,15,0
633,633,updates,0.0037223769405250176,15,15,0
634,634,ips,0.003715727577566441,15,2,13
635,635,res,0.0036952088656299984,23,12,11
636,636,bytebuffer,0.0036842151864054044,42,7,35
637,637,correct,0.003668065670788986,42,12,30
638,638,rpc,0.003655974002212247,47,21,26
639,639,k,0.0036542096184646114,33,21,12
640,640,version,0.003648137638650408,67,22,45
641,641,anystring,0.0036476326746352405,32,4,28
642,642,failure,0.0036088368759009766,70,37,33
643,643,available,0.003600389657025122,43,22,21
644,644,ex,0.003590080932998445,65,45,20
645,645,entity,0.0035874178222885344,68,29,39
646,646,milliseconds,0.0035847301522436334,27,9,18
647,647,bind,0.003577688699557242,33,5,28
648,648,zk,0.0035680019460424483,24,4,20
649,649,capacity,0.0035265698217736246,19,5,14
650,650,bit,0.003525571391817044,23,3,20
651,651,operation,0.0035139264953322306,25,6,19
652,652,lease,0.0035086436950070464,23,14,9
653,653,arguments,0.003508341877818218,32,5,27
654,654,listener,0.0035023058331386226,61,32,29
655,655,reply,0.0034733368599430938,18,16,2
656,656,</data-out>,0.0034733188742081395,14,14,0
657,657,</output-events>,0.0034733188742081395,14,14,0
658,658,<data-out,0.0034733188742081395,14,14,0
659,659,<output-events>,0.0034733188742081395,14,14,0
660,660,<prepare>,0.0034733188742081395,14,14,0
661,661,<timeout>10</timeout>,0.0034733188742081395,14,14,0
662,662,callables,0.0034733188742081395,14,14,0
663,663,coord-action-for-action-input-check,0.0034733188742081395,14,14,0
664,664,httprocessor,0.0034733188742081395,14,0,14
665,665,material,0.0034733188742081395,14,0,14
666,666,that\,0.0034733188742081395,14,0,14
667,667,pdms,0.003473318874208137,14,14,0
668,668,name\,0.0034727135205363784,27,23,4
669,669,exits,0.0034699953848152778,14,13,1
670,670,custom,0.0034608177188958367,43,8,35
671,671,read,0.0034570085055795527,215,96,119
672,672,value1,0.0034494972890761278,25,3,22
673,673,three,0.003428786147422815,39,31,8
674,674,clear,0.00342786828232905,85,27,58
675,675,unit,0.0034278400224404407,83,33,50
676,676,authenticate,0.0034228518852775108,19,3,16
677,677,async,0.0034150954493057852,33,14,19
678,678,more,0.003414207289372127,97,37,60
679,679,abc,0.003411605915773279,43,33,10
680,680,consistency,0.003411498363308593,22,20,2
681,681,tags,0.003407846710253769,30,21,9
682,682,captor,0.0033910243289329515,18,1,17
683,683,invalid,0.0033904345834542228,62,23,39
684,684,count,0.0033892592206032444,207,120,87
685,685,actual,0.0033838321965851004,50,39,11
686,686,pool,0.0033715657071382863,59,23,36
687,687,2,0.0033601911940107157,219,135,84
688,688,s1,0.0033456042970779684,21,4,17
689,689,generic,0.0033264016944119772,46,9,37
690,690,metric,0.0033181409667990694,25,5,20
691,691,stm,0.0033181287052660878,19,18,1
692,692,14,0.0033152716589374565,17,13,4
693,693,completed,0.0033131360696120014,50,13,37
694,694,input,0.0033059926367004517,153,73,80
695,695,success,0.0033031902873683697,46,34,12
696,696,filter,0.003302120753033127,98,39,59
697,697,java,0.0032975626194794347,48,23,25
698,698,original,0.0032867754060817,23,17,6
699,699,setup,0.0032823316899208213,124,58,66
700,700,entry,0.003263367497529562,52,13,39
701,701,names,0.003254440651405707,70,24,46
702,702,key1,0.0032345911129979675,18,2,16
703,703,factor,0.003224397665726824,15,14,1
704,704,requester,0.003224389922801857,13,0,13
705,705,2009-03-06,0.003224389922801855,13,13,0
706,706,job3,0.003224389922801855,13,13,0
707,707,regions,0.003224389922801855,13,13,0
708,708,signer,0.0032243899228018543,13,0,13
709,709,</property></configuration>,0.0032243899228018534,13,13,0
710,710,<mkdir,0.0032243899228018534,13,13,0
711,711,callable1,0.0032243899228018534,13,13,0
712,712,callable2,0.0032243899228018534,13,13,0
713,713,callable3,0.0032243899228018534,13,13,0
714,714,coord-action-start,0.0032243899228018534,13,13,0
715,715,kills,0.0032243899228018534,13,13,0
716,716,but,0.003221805376745018,85,55,30
717,717,i,0.003219036156258774,53,38,15
718,718,mtime,0.0032187675821728472,13,2,11
719,719,value,0.003180629044636425,339,151,188
720,720,testfile,0.0031641776793442603,32,7,25
721,721,retries,0.003162230760390254,22,5,17
722,722,hello,0.0031620488746595,21,2,19
723,723,file2,0.0031537690922326415,30,22,8
724,724,writable,0.0031401692867020024,26,4,22
725,725,timestamp,0.003136927895009699,24,19,5
726,726,capture,0.0031367743940019554,26,3,23
727,727,p1,0.003131928305661966,18,1,17
728,728,public,0.0031292827008110435,31,5,26
729,729,string,0.003117168182039304,585,297,288
730,730,arrays,0.0031126933827014683,156,100,56
731,731,principal,0.0031109531809061044,25,4,21
732,732,post,0.0031075553438337416,34,19,15
733,733,class,0.003093598578653327,126,44,82
734,734,without,0.00309242879111283,55,16,39
735,735,storage,0.003088957362008393,37,25,12
736,736,never,0.003087868341543986,38,9,29
737,737,meta,0.003058541629561066,21,17,4
738,738,missing,0.003057675864303439,78,52,26
739,739,works,0.003057047086158891,48,13,35
740,740,consumed,0.0030482220225475074,19,5,14
741,741,setstatus,0.0030478682063870156,29,25,4
742,742,fake,0.0030325245334668002,24,7,17
743,743,proto,0.0029967351533647657,31,26,5
744,744,scheme,0.002991572848624229,30,11,19
745,745,ds,0.002990799643980918,21,19,2
746,746,modified,0.0029893958412553472,33,25,8
747,747,params,0.002986459346591537,41,33,8
748,748,headers,0.0029847801355095084,97,47,50
749,749,directory,0.0029803711315151927,86,39,47
750,750,model,0.0029755965399080432,14,13,1
751,751,transfer,0.0029755965399080424,14,1,13
752,752,bootstrap,0.0029755899471226154,12,0,12
753,753,country=usa,0.0029755899471226145,12,12,0
754,754,renderable,0.0029755899471226145,12,0,12
755,755,action4,0.0029755899471226137,12,12,0
756,756,consistencylist,0.0029755899471226137,12,12,0
757,757,country=brazil,0.0029755899471226137,12,12,0
758,758,elector,0.0029755899471226137,12,0,12
759,759,testfile01,0.0029755899471226137,12,0,12
760,760,testfile02,0.0029755899471226137,12,0,12
761,761,testfile03,0.0029755899471226137,12,0,12
762,762,testfile04,0.0029755899471226137,12,0,12
763,763,testfile05,0.0029755899471226137,12,0,12
764,764,testfile06,0.0029755899471226137,12,0,12
765,765,data-in,0.002975589947122613,12,12,0
766,766,png,0.0029727797840454883,12,1,11
767,767,a2,0.0029727797840454874,12,11,1
768,768,edit,0.0029727797840454866,12,11,1
769,769,fault,0.002970480563642698,12,10,2
770,770,warning,0.002970480563642698,12,2,10
771,771,fails,0.0029696280227268657,38,19,19
772,772,injection,0.002968692283554243,12,9,3
773,773,aa,0.002968692283554242,12,9,3
774,774,tokens,0.0029686032196045023,20,3,17
775,775,callable,0.002968594207355,18,16,2
776,776,v,0.0029685942073549984,18,2,16
777,777,work,0.002967916771449806,40,9,31
778,778,ip,0.002961474201437675,33,8,25
779,779,deprecation,0.0029594887303101597,17,1,16
780,780,state,0.002941642080954764,70,40,30
781,781,order,0.002927447736623748,54,24,30
782,782,report,0.0029196413546057373,26,22,4
783,783,q,0.0029109802029034255,15,3,12
784,784,user1,0.002892281843052645,33,22,11
785,785,it,0.0028918680858509233,159,99,60
786,786,an,0.002879461770894135,111,42,69
787,787,void_keyword,0.002857183131205627,2804,1402,1402
788,788,@,0.0028546735371114866,31,20,11
789,789,auth,0.0028514821932356564,57,27,30
790,790,obj,0.0028355442319443077,16,8,8
791,791,com,0.00282334582524156,70,34,36
792,792,tostring,0.0028159580212094876,375,219,156
793,793,w,0.002807405808860159,31,26,5
794,794,exists,0.002801161044733406,137,88,49
795,795,received,0.0027969961979645115,48,35,13
796,796,debug,0.002796193576343093,21,15,6
797,797,host,0.002795163914165254,75,25,50
798,798,sink,0.002789028541414226,26,7,19
799,799,xx,0.00278898878535578,14,1,13
800,800,encoded,0.002788988785355779,14,1,13
801,801,servlet,0.0027688461694015945,107,57,50
802,802,because,0.0027597600555935467,39,31,8
803,803,d,0.0027592147094237943,46,17,29
804,804,desc,0.0027553548305201438,20,11,9
805,805,resume,0.0027516165742861903,15,13,2
806,806,protocol,0.002750577753327192,40,9,31
807,807,strategy,0.0027393999915728364,28,8,20
808,808,link,0.0027269298877519678,15,2,13
809,809,heartbeat,0.002726918808223064,11,11,0
810,810,/dt=20120430,0.002726918808223063,11,11,0
811,811,action5,0.002726918808223063,11,11,0
812,812,racks,0.002726918808223063,11,11,0
813,813,records,0.0027235989481192973,34,25,9
814,814,host2,0.0027223220132555582,11,2,9
815,815,c1,0.002708913820900243,17,8,9
816,816,rm,0.0026918993935368877,15,13,2
817,817,regex,0.002677532468665602,18,2,16
818,818,mask,0.002677532468665601,18,2,16
819,819,initial,0.002663454320319599,31,16,15
820,820,include,0.002659624584116103,14,9,5
821,821,every,0.0026574733524920287,16,1,15
822,822,exist,0.002650377686222286,48,19,29
823,823,p,0.0026285566783518953,56,20,36
824,824,iscompleted,0.002621140452496515,30,5,25
825,825,proxy,0.002610236917988485,71,31,40
826,826,kerberos,0.0026088232390540107,17,2,15
827,827,found,0.0026058900723748488,64,30,34
828,828,after,0.002603980801148844,105,67,38
829,829,warn,0.002596086601942909,17,14,3
830,830,safe,0.0025935273272626176,17,13,4
831,831,authenticated,0.0025935236108520503,15,3,12
832,832,answer,0.002592093090434806,19,4,15
833,833,need,0.00258981265392121,18,10,8
834,834,called,0.0025815412649137703,39,11,28
835,835,5,0.0025677855027171747,70,30,40
836,836,setboolean,0.0025648913770933562,58,43,15
837,837,delegation,0.0025602484687914815,28,6,22
838,838,management,0.0025594421119484435,15,1,14
839,839,subject,0.002540316589465234,13,1,12
840,840,proxyuser,0.0025357232450529043,19,13,6
841,841,a1,0.0025357165004616295,13,10,3
842,842,buf,0.0025300901264003876,29,5,24
843,843,remove,0.002526310769021059,77,29,48
844,844,space,0.0025079631874946207,17,8,9
845,845,temp,0.00250079186593814,32,6,26
846,846,parameters,0.0024962281918325295,39,15,24
847,847,permission,0.002492211993853438,38,23,15
848,848,split,0.0024912608279115925,17,15,2
849,849,elements,0.0024874110219706164,26,5,21
850,850,double,0.0024783946937875032,18,4,14
851,851,credentials,0.0024783855174489253,14,2,12
852,852,cell,0.002478380939138252,12,11,1
853,853,222,0.002478376367383445,10,0,10
854,854,103,0.002478376367383444,10,0,10
855,855,feature,0.002478376367383443,10,10,0
856,856,mapfile,0.002478376367383443,10,0,10
857,857,edits,0.0024783763673834423,10,10,0
858,858,host4,0.0024783763673834423,10,0,10
859,859,lot,0.0024783763673834423,10,0,10
860,860,4\,0.0024760787928186185,10,9,1
861,861,usage,0.0024760787928186185,10,1,9
862,862,alternate,0.002476078792818617,10,1,9
863,863,due,0.0024743673919047473,27,21,6
864,864,quota,0.0024722496925958324,12,7,5
865,865,c2,0.002472249509726779,10,6,4
866,866,compute,0.002471912590608082,21,3,18
867,867,short_keyword,0.0024719022374611313,19,17,2
868,868,invocation,0.002470860489562089,16,2,14
869,869,our,0.002470860489562089,16,2,14
870,870,first,0.0024702610943752802,150,77,73
871,871,am,0.002468364318160462,18,15,3
872,872,deleted,0.002466636442812317,28,16,12
873,873,os,0.0024618992902841353,24,20,4
874,874,hours,0.002461650416855323,16,8,8
875,875,once,0.0024563506305179685,28,6,22
876,876,ms,0.002454542558776692,40,10,30
877,877,currenttimemillis,0.0024452743109212513,65,47,18
878,878,size,0.002443338872109824,397,222,175
879,879,be,0.0024305595966871182,303,166,137
880,880,connect,0.0024269345808235225,56,17,39
881,881,integer,0.0024258711022584825,66,36,30
882,882,echo,0.0024191332536625263,13,1,12
883,883,mockfs,0.0024165776469106393,13,2,11
884,884,on,0.0024124354102673046,193,114,79
885,885,domain,0.0024119775657805717,13,5,8
886,886,supported,0.002411977565780571,13,5,8
887,887,acl,0.0024106661029410508,18,5,13
888,888,enters,0.002408543157595712,15,14,1
889,889,group,0.002404627813736114,145,70,75
890,890,flag,0.0023986923782230553,19,11,8
891,891,with,0.002393769902069141,612,312,300
892,892,checksum,0.002386866191866722,20,12,8
893,893,total,0.0023841989222363955,32,13,19
894,894,throw_keyword,0.0023833570987319445,85,54,31
895,895,can,0.002365497125943367,52,20,32
896,896,settings,0.0023530765015539867,20,6,14
897,897,element,0.0023529411739624624,25,14,11
898,898,boolean,0.0023512433154363258,108,56,52
899,899,compression,0.0023503488575016955,14,1,13
900,900,callback,0.0023450477372429102,24,7,17
901,901,now,0.0023366975975067754,122,53,69
902,902,getinstance,0.0023325899995368044,31,6,25
903,903,results,0.0023257160510191327,34,10,24
904,904,attempt,0.002322647699818558,17,14,3
905,905,attribute,0.0023106475883718047,16,2,14
906,906,ugi,0.0023104343005881517,52,16,36
907,907,type,0.0023063392463587,217,102,115
908,908,yarn,0.002291777762896662,14,12,2
909,909,remaining,0.0022908402496065947,25,4,21
910,910,h2,0.0022849811030179286,17,2,15
911,911,bad,0.0022799551289987693,54,22,32
912,912,new,0.00227854315022529,345,176,169
913,913,address,0.0022727769139082605,92,35,57
914,914,pattern,0.0022660272306570485,35,11,24
915,915,children,0.0022613884232396617,16,13,3
916,916,failed,0.0022607020136772675,94,51,43
917,917,entries,0.002260402897295328,41,21,20
918,918,millis,0.002259969849768129,84,55,29
919,919,injector,0.0022544493343945073,16,4,12
920,920,raw,0.0022314365839339947,27,5,22
921,921,multiple,0.002230671463600999,68,32,36
922,922,push,0.002229969892358374,13,11,2
923,923,serial,0.002229969892358374,13,11,2
924,924,221,0.0022299624861205295,9,0,9
925,925,election,0.0022299624861205295,9,0,9
926,926,jetty,0.0022299624861205295,9,0,9
927,927,jwt,0.0022299624861205295,9,0,9
928,928,p12,0.0022299624861205295,9,0,9
929,929,119,0.0022299624861205286,9,0,9
930,930,region=us,0.0022299624861205286,9,9,0
931,931,flash,0.0022279209297983663,9,1,8
932,932,stop,0.0022264322435162345,129,54,75
933,933,streaming,0.0022263897643860714,9,7,2
934,934,authorization,0.002226367118543066,20,5,15
935,935,gz,0.002224858600542024,9,4,5
936,936,catch,0.0022228414951303965,18,16,2
937,937,passed,0.002219690003729351,17,3,14
938,938,try,0.002217851221255153,47,16,31
939,939,delay,0.0022150833124678967,17,12,5
940,940,join,0.0022107069056548686,96,61,35
941,941,ascii,0.002204171260272587,21,10,11
942,942,task,0.002200684363493263,19,11,8
943,943,keys,0.0021957527932103408,147,73,74
944,944,are,0.00219476966305071,129,71,58
945,945,four,0.0021869729186075586,21,17,4
946,946,hosts,0.0021766720979235765,33,23,10
947,947,usergroupinformation,0.0021761560094074534,72,22,50
948,948,duration,0.0021709938978412098,29,8,21
949,949,send,0.00215376776931044,74,42,32
950,950,contents,0.0021525139898834807,26,6,20
951,951,org,0.002151935285233089,41,27,14
952,952,details,0.002150519106034697,19,3,16
953,953,load,0.0021496679188573063,25,9,16
954,954,cookies,0.0021272188111486354,23,5,18
955,955,has,0.002122944772776445,171,78,93
956,956,configuration,0.002113135442008668,181,78,103
957,957,pair,0.0021124223575591686,21,6,15
958,958,httpservletresponse,0.002109243565186738,65,46,19
959,959,prefix,0.002106618343224722,29,14,15
960,960,information,0.0021040598064056746,81,27,54
961,961,rs,0.002094520973729195,13,8,5
962,962,kind,0.002087260365300346,16,2,14
963,963,number,0.0020855469048135598,93,41,52
964,964,instanceof_keyword,0.002084438142559185,70,29,41
965,965,interrupted,0.0020781824532093134,14,3,11
966,966,index,0.0020759803869241826,49,30,19
967,967,final,0.00207060997482669,15,2,13
968,968,access,0.0020701486904678977,18,4,14
969,969,excluded,0.0020580697225056864,24,17,7
970,970,j,0.0020572458272583643,50,35,15
971,971,s,0.0020557352480968026,62,22,40
972,972,2\,0.0020533778618776356,23,19,4
973,973,while,0.0020518862870561477,29,17,12
974,974,dst,0.0020467205460783944,27,8,19
975,975,started,0.0020448698654298146,24,5,19
976,976,interval,0.0020437686458240536,42,16,26
977,977,rack,0.0020413199005270455,15,11,4
978,978,image,0.002038761644925243,11,7,4
979,979,handler,0.0020353338291348,96,39,57
980,980,master,0.002030978341040206,17,12,5
981,981,extends_keyword,0.002030706598023878,19,3,16
982,982,that,0.0020288621359244477,391,180,211
983,983,/,0.002025810100212372,154,92,62
984,984,ca,0.002025528361453514,28,22,6
985,985,encoding,0.0020237013167105126,19,5,14
986,986,initialize,0.002023693878550258,15,3,12
987,987,pass,0.002018956055748175,30,19,11
988,988,real,0.002017585256535199,43,13,30
989,989,refresh,0.002015645005020023,44,13,31
990,990,util,0.002007549401394218,144,82,62
991,991,last,0.002003597410928242,87,55,32
992,992,13,0.0020032204890259465,15,8,7
993,993,simulated,0.0020014167791118707,18,15,3
994,994,fill,0.002001100582506396,22,4,18
995,995,h1,0.001991224145413246,13,2,11
996,996,compare,0.0019883338186627722,29,12,17
997,997,timeunit,0.001985117215792538,64,31,33
998,998,dataname,0.0019816770261812475,8,8,0
999,999,113,0.0019816770261812467,8,0,8
1000,1000,batch,0.0019816770261812467,8,8,0
1001,1001,description,0.0019816770261812467,8,0,8
1002,1002,realm,0.0019816770261812467,8,0,8
1003,1003,-3,0.001981677026181246,8,8,0
1004,1004,encrypted,0.001981677026181246,8,0,8
1005,1005,keytab,0.001981677026181246,8,0,8
1006,1006,naming,0.001981677026181246,8,8,0
1007,1007,mapred,0.0019798929479145156,10,8,2
1008,1008,distributed,0.0019786165206532947,10,7,3
1009,1009,exclude,0.001977850847688596,12,7,5
1010,1010,old,0.0019768259582222825,29,15,14
1011,1011,contain,0.0019758734112167524,19,15,4
1012,1012,signal,0.001973958861530279,16,14,2
1013,1013,back,0.0019718407721086746,71,46,25
1014,1014,ce,0.0019640258103427173,13,12,1
1015,1015,future2,0.0019640258103427173,13,1,12
1016,1016,disable,0.0019542935029118217,18,15,3
1017,1017,gauge,0.001948951600015935,12,1,11
1018,1018,option,0.0019303047425229432,24,10,14
1019,1019,mapreduce,0.0019221750962328792,11,10,1
1020,1020,language,0.0019186009598994832,13,4,9
1021,1021,previous,0.0019185998161475011,11,8,3
1022,1022,http/1,0.0019114590778231228,17,3,14
1023,1023,basic,0.0019078569466030627,45,17,28
1024,1024,f2,0.001879291240241175,19,15,4
1025,1025,7,0.0018743353094637406,31,20,11
1026,1026,character,0.0018628033367389784,14,2,12
1027,1027,addr,0.0018558339866044712,55,25,30
1028,1028,this,0.0018458521030367964,141,71,70
1029,1029,max,0.0018457889093994049,70,29,41
1030,1030,appender,0.0018403737667400462,19,6,13
1031,1031,stats,0.001829468751501786,27,14,13
1032,1032,user_,0.0018197824051903845,26,9,17
1033,1033,security,0.0018099644153447038,23,6,17
1034,1034,bar,0.001802424512099699,49,23,26
1035,1035,allowed,0.0018003517456372411,33,14,19
1036,1036,machine,0.001795072193359119,10,1,9
1037,1037,ops,0.0017920094975779097,12,4,8
1038,1038,always,0.001790987625076684,16,8,8
1039,1039,returned,0.0017877601747939543,27,11,16
1040,1040,internal,0.001784541503522571,18,4,14
1041,1041,negative,0.0017605937005430918,24,12,12
1042,1042,12345,0.0017602540282148364,11,1,10
1043,1043,str,0.001752302848138871,67,43,24
1044,1044,je,0.0017521588700464543,19,16,3
1045,1045,alive,0.001750274020855036,22,6,16
1046,1046,executors,0.0017496416995039267,28,6,22
1047,1047,dummy,0.0017493317150326301,60,40,20
1048,1048,trigger,0.0017419175152588095,24,10,14
1049,1049,local,0.001735008325609693,128,62,66
1050,1050,monitor,0.0017335243234410857,11,2,9
1051,1051,standby,0.0017335243234410857,11,2,9
1052,1052,to=\,0.0017335198495436119,7,7,0
1053,1053,fsimage,0.001733519849543611,7,7,0
1054,1054,jks,0.001733519849543611,7,0,7
1055,1055,relogin,0.001733519849543611,7,0,7
1056,1056,simplemap,0.001733519849543611,7,7,0
1057,1057,simpleset,0.001733519849543611,7,7,0
1058,1058,with_,0.001733519849543611,7,0,7
1059,1059,items,0.00173250891479974,24,9,15
1060,1060,renew,0.0017319909194788352,9,2,7
1061,1061,container,0.0017319897789972926,7,6,1
1062,1062,archive,0.0017309697328359228,7,5,2
1063,1063,21,0.0017309697328359219,7,2,5
1064,1064,owner,0.0017278690273849415,20,7,13
1065,1065,ac,0.0017201160393892313,13,6,7
1066,1066,what,0.0017151315058769028,32,22,10
1067,1067,sync,0.0017073088112413053,17,11,6
1068,1068,before,0.0017040990521775658,56,35,21
1069,1069,sec,0.0017003391900165983,20,6,14
1070,1070,up,0.0017000917808729773,79,52,27
1071,1071,timer,0.0016991811215600755,19,6,13
1072,1072,full,0.0016963281028414576,46,24,22
1073,1073,sequence,0.0016912272669187276,21,6,15
1074,1074,mapper,0.001690519715069721,48,34,14
1075,1075,for_keyword,0.0016877925648201104,357,187,170
1076,1076,values,0.0016796333999284123,88,40,48
1077,1077,output,0.0016711344369139398,100,51,49
1078,1078,execution,0.0016704775145752024,26,12,14
1079,1079,seed,0.0016700595744645712,10,6,4
1080,1080,user2,0.001665547372844369,17,10,7
1081,1081,nothing,0.001662913740707506,16,3,13
1082,1082,retry,0.0016572362119550784,42,16,26
1083,1083,reference,0.0016567738811598893,18,10,8
1084,1084,hash,0.001650870194019207,33,17,16
1085,1085,seek,0.001640859861037298,13,8,5
1086,1086,keep,0.001637754613887796,16,5,11
1087,1087,allocate,0.0016199625487474754,30,7,23
1088,1088,props,0.0016119683464960273,34,10,24
1089,1089,must,0.0016073326181706123,37,12,25
1090,1090,setting,0.0016067449135271908,30,19,11
1091,1091,attributes,0.0016046353385840706,12,5,7
1092,1092,ipc,0.0016026799726729618,15,11,4
1093,1093,localfs,0.0015998375882969877,16,4,12
1094,1094,ids,0.001595739914489577,22,13,9
1095,1095,txt,0.0015886773482391273,50,19,31
1096,1096,assertnotsame,0.0015882375323596747,27,21,6
1097,1097,since,0.0015856989125684392,36,19,17
1098,1098,unreliable,0.0015837777522726372,10,1,9
1099,1099,super,0.0015787256087318943,23,8,15
1100,1100,based,0.0015752791424182523,35,11,24
1101,1101,location,0.0015735647657535096,30,16,14
1102,1102,login,0.0015716568550415938,22,8,14
1103,1103,static,0.0015700778807656813,23,9,14
1104,1104,same,0.0015672884726964922,119,60,59
1105,1105,authority,0.0015629856390444665,27,10,17
1106,1106,if,0.0015580403422371892,103,51,52
1107,1107,something,0.0015560298360590575,16,10,6
1108,1108,src,0.0015527260915801002,24,8,16
1109,1109,release,0.0015509234663157092,16,5,11
1110,1110,move,0.0015469165688888225,11,9,2
1111,1111,43,0.001545383164926572,9,7,2
1112,1112,main,0.0015453467446876067,14,12,2
1113,1113,change,0.0015332354459567134,45,24,21
1114,1114,value2,0.0015332288525257724,17,3,14
1115,1115,such,0.0015325699077910404,14,7,7
1116,1116,mkdir,0.0015235684624926634,21,15,6
1117,1117,classpath,0.0015196761134837885,11,7,4
1118,1118,resolved,0.0015119765798815997,16,12,4
1119,1119,loaded,0.001506183323404471,15,4,11
1120,1120,replace,0.0015046592469075233,33,19,14
1121,1121,changed,0.001502564646938205,17,5,12
1122,1122,unknown,0.0015021621816712406,19,4,15
1123,1123,policy,0.0015005351946051088,34,14,20
1124,1124,restart,0.0014906083621721911,24,14,10
1125,1125,enable,0.0014892498232351261,15,12,3
1126,1126,blocked,0.0014854941030072785,10,2,8
1127,1127,drwho,0.001485490818415293,6,0,6
1128,1128,121,0.001485490818415292,6,0,6
1129,1129,958,0.001485490818415292,6,6,0
1130,1130,vevent,0.001485490818415292,6,0,6
1131,1131,2009-06-24,0.0014854908184152912,6,6,0
1132,1132,323,0.0014854908184152912,6,6,0
1133,1133,country=us,0.0014854908184152912,6,6,0
1134,1134,oryx,0.0014854908184152912,6,6,0
1135,1135,corrupted,0.0014842169453153971,8,6,2
1136,1136,end\,0.0014842162159286795,6,5,1
1137,1137,validator,0.0014834518199123067,10,6,4
1138,1138,instances,0.0014834516373050995,8,5,3
1139,1139,limit,0.0014815056490506961,23,15,8
1140,1140,reverse,0.0014789097319648334,17,4,13
1141,1141,6,0.001478012318528404,40,14,26
1142,1142,dirs,0.0014651514104148111,18,8,10
1143,1143,support,0.0014614752906692997,28,21,7
1144,1144,asserttrue,0.0014612906463614128,784,426,358
1145,1145,roll,0.001457063517560473,26,13,13
1146,1146,least,0.0014552137972912924,24,8,16
1147,1147,superuser,0.0014548077866545503,20,9,11
1148,1148,got,0.001443243711273458,35,19,16
1149,1149,writefile,0.0014420515078513857,42,30,12
1150,1150,some,0.0014418600431957821,84,37,47
1151,1151,we,0.001435867333225576,110,49,61
1152,1152,int,0.0014344855771103583,164,70,94
1153,1153,charset,0.0014341655010808793,13,2,11
1154,1154,3,0.001433447646177503,147,82,65
1155,1155,could,0.001430740484879919,26,20,6
1156,1156,application,0.001430357786591811,21,16,5
1157,1157,dir1,0.001430357786591811,21,16,5
1158,1158,become,0.0014257377198171016,15,4,11
1159,1159,half,0.0014257309945361583,9,8,1
1160,1160,filters,0.0014231790530538592,9,3,6
1161,1161,de,0.0014218625402840253,14,3,11
1162,1162,minutes,0.001418794720999806,14,5,9
1163,1163,calendar,0.0014177721159730388,14,7,7
1164,1164,tobytearray,0.0014136493448858936,34,9,25
1165,1165,helper,0.0014013040616915745,39,11,28
1166,1166,test2,0.001401128261416515,10,1,9
1167,1167,maps,0.0014002425139731153,20,11,9
1168,1168,modify,0.0013917686705415605,18,12,6
1169,1169,fixed,0.0013825529300291114,27,8,19
1170,1170,ret,0.0013799485377313774,29,18,11
1171,1171,operations,0.0013690873826936803,16,13,3
1172,1172,down,0.001367528872196674,57,32,25
1173,1173,target,0.0013646165049644226,54,22,32
1174,1174,attempts,0.0013622686669786527,12,7,5
1175,1175,valid,0.0013615036157999336,36,12,24
1176,1176,put,0.0013593303330961424,160,76,84
1177,1177,op,0.0013577562824893894,17,10,7
1178,1178,latch,0.0013537472643038615,24,17,7
1179,1179,blah,0.0013444382585020057,19,7,12
1180,1180,sent,0.0013423124732052736,17,6,11
1181,1181,future,0.0013394598149731505,38,14,24
1182,1182,only,0.0013341464220757862,83,49,34
1183,1183,during,0.001333068358931524,11,7,4
1184,1184,requests,0.0013330679477700858,9,3,6
1185,1185,single,0.0013307692672737915,58,30,28
1186,1186,source,0.0013269827047048153,46,23,23
1187,1187,real_,0.0013167390657548637,20,6,14
1188,1188,done,0.0013141088033611532,43,29,14
1189,1189,includes,0.001310939927999106,15,4,11
1190,1190,parsing,0.0013104445284703855,27,7,20
1191,1191,via,0.001307188606092914,18,8,10
1192,1192,summary,0.0013052784899180714,18,12,6
1193,1193,by,0.0013051775747005105,130,52,78
1194,1194,await,0.001304231186340747,51,26,25
1195,1195,#,0.0013019969525042184,15,9,6
1196,1196,avg,0.001298886348455016,10,2,8
